post_content,hashtags,user_mentions,datetime,sentiment_scores,sentiment,topic,new_post_content
"Figures above are for  holders who remain in #Australia. 36% of past & current 485 holders could secure full time jobs in their field of study in Australia, as compared to 49% for those who return to their home countries","temporarygraduate, 485visa, Australia., intled, internationalstudents",,2019-08-06T02:15:44.000Z,0.34,neutral,employment,"figures holders remain #australia. 36% past current 485 holders secure time jobs field study australia, compared 49% return home countries"
"Figures above are for  holders who remain in #Australia. 36% of past & current 485 holders could secure full time jobs in their field of study in Australia, as compared to 49% for those who return to their home countries","temporarygraduate, 485visa, Australia., intled, internationalstudents",,2019-08-06T02:15:44.000Z,0.34,neutral,general information,"figures holders remain #australia. 36% past current 485 holders secure time jobs field study australia, compared 49% return home countries"
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,migration policy,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,migration policy,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,migration policy,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,migration policy,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,employment,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,migration policy,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,migration policy,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
"The major reason Australians delay family formation is due to financial concerns, data shows.Decades of mass immigration has made people poorer: low wages, and high house prices.Mass immigration doesn't stop demographic decline, it accelerates it.End it, or it'll end us.",,,2024-06-26T23:22:42.000Z,-0.6458,negative,general information,"major reason australians delay family formation financial concerns, data shows.decades mass immigration people poorer: low wages, high house prices.mass immigration doesn't stop demographic decline, accelerates it.end it, it'll end us."
An absolute tragedy. Australians will keep getting poorer because the government refuses to address the elephant in the room.,,,2024-06-26T07:20:55.000Z,-0.7845,negative,migration policy,absolute tragedy. australians getting poorer government refuses address elephant room.
An absolute tragedy. Australians will keep getting poorer because the government refuses to address the elephant in the room.,,,2024-06-26T07:20:55.000Z,-0.7845,negative,migration policy,absolute tragedy. australians getting poorer government refuses address elephant room.
myVEVO app - new updates are coming soon,"australia, immigration",,2024-06-24T01:25:59.000Z,0.0,neutral,visa application,myvevo app new updates coming soon
myVEVO app - new updates are coming soon,"australia, immigration",,2024-06-24T01:25:59.000Z,0.0,neutral,migration policy,myvevo app new updates coming soon
"Hey, can anyone answer this real quick?",,,2024-06-22T04:55:55.000Z,0.0,neutral,,"hey, answer real quick?"
Baby crisis threatens global economy as birth rate declines,"australia, immigration",,2024-06-21T01:45:22.000Z,-0.7717,negative,migration policy,baby crisis threatens global economy birth rate declines
Baby crisis threatens global economy as birth rate declines,"australia, immigration",,2024-06-21T01:45:22.000Z,-0.7717,negative,economy,baby crisis threatens global economy birth rate declines
Baby crisis threatens global economy as birth rate declines,"australia, immigration",,2024-06-21T01:45:22.000Z,-0.7717,negative,migration policy,baby crisis threatens global economy birth rate declines
Longer visitor visa for people from Southeast Asia (ASEAN) countries,"australia, immigration",,2024-07-02T01:43:59.000Z,0.0,neutral,visitovisa application,longer visitor visa people southeast asia (asean) countries
Longer visitor visa for people from Southeast Asia (ASEAN) countries,"australia, immigration",,2024-07-02T01:43:59.000Z,0.0,neutral,international relations,longer visitor visa people southeast asia (asean) countries
"A #career you will fall in love withStart your  & create a #successful career in Australia.For more information, Kindly #contact us!!","career, cookery, course, successful, contact, Visa, Dependent, Immigration, extension, immigrationpolicy, TR, visaqueries, Immigrant, Masters, Diploma, Australia",,2020-12-10T06:30:00.000Z,0.9344,positive,employment,"#career fall love withstart create #successful career australia.for information, kindly #contact us!!"
sir people send their children for study in Australia by taking bank loans Australia changes immigrAtionpolicy,,"@narendramodi, @PMOIndia",2014-11-06T03:38:58.000Z,0.0,neutral,key individuals,sir people send children study australia taking bank loans australia changes immigrationpolicy
sir people send their children for study in Australia by taking bank loans Australia changes immigrAtionpolicy,,"@narendramodi, @PMOIndia",2014-11-06T03:38:58.000Z,0.0,neutral,financial requirements,sir people send children study australia taking bank loans australia changes immigrationpolicy
Canada to announce first-ever cap on temporary residents,"CanadaImmigration, TemporaryResidents, ImmigrationPolicy, TemporaryResidenceCap, YAxisAssistance, InternationalStudents, WorkPermit, StudyPermit",,2024-03-22T10:27:43.000Z,0.0,neutral,temporary migration,canada announce first-ever cap temporary residents
Key Changes in  for 2023-24:1. Increased salary threshold for sponsored  eligibility for all skilled temporary workers.3. Introduction of a three-tiered immigration system.4. #Immediategraduatevisa for international students.,"Australia's, ImmigrationPolicy, immigrants.2., PR, Immediategraduatevisa",,2023-05-06T13:08:51.000Z,0.2732,neutral,migration policy,key changes 2023-24:1. increased salary threshold sponsored eligibility skilled temporary workers.3. introduction three-tiered immigration system.4. #immediategraduatevisa international students.
Key Changes in  for 2023-24:1. Increased salary threshold for sponsored  eligibility for all skilled temporary workers.3. Introduction of a three-tiered immigration system.4. #Immediategraduatevisa for international students.,"Australia's, ImmigrationPolicy, immigrants.2., PR, Immediategraduatevisa",,2023-05-06T13:08:51.000Z,0.2732,neutral,visa requirements,key changes 2023-24:1. increased salary threshold sponsored eligibility skilled temporary workers.3. introduction three-tiered immigration system.4. #immediategraduatevisa international students.
Key Changes in  for 2023-24:1. Increased salary threshold for sponsored  eligibility for all skilled temporary workers.3. Introduction of a three-tiered immigration system.4. #Immediategraduatevisa for international students.,"Australia's, ImmigrationPolicy, immigrants.2., PR, Immediategraduatevisa",,2023-05-06T13:08:51.000Z,0.2732,neutral,skilled migration visaers,key changes 2023-24:1. increased salary threshold sponsored eligibility skilled temporary workers.3. introduction three-tiered immigration system.4. #immediategraduatevisa international students.
Key Changes in  for 2023-24:1. Increased salary threshold for sponsored  eligibility for all skilled temporary workers.3. Introduction of a three-tiered immigration system.4. #Immediategraduatevisa for international students.,"Australia's, ImmigrationPolicy, immigrants.2., PR, Immediategraduatevisa",,2023-05-06T13:08:51.000Z,0.2732,neutral,immigration policy,key changes 2023-24:1. increased salary threshold sponsored eligibility skilled temporary workers.3. introduction three-tiered immigration system.4. #immediategraduatevisa international students.
